beerme_id,name,city,region,country
9572,'t Hofbrouwerijke,Beerzel,Antwerpen,Belgium
10482,(512) Brewing Company,Austin,Texas,United States
9799,1. Bad Nauheimer Gasthausbrauerei,Bad Nauheim,Hessen,Germany
8181,1. Dampfbierbrauerei Zwiesel GmbH & Co.KG,Zwiesel,Bayern,Germany
11316,1. Hildener Landbrauerei,Hilden,Nordrhein-Westfalen,Germany
1659,1. Mainzer Gasthausbrauerei GmbH,Mainz,Rheinland-Pfalz,Germany
9699,1. Ostfriesische Küstenbrauerei zu Werdum,Werdum,Niedersachsen,Germany
7540,1. Rügener Brauhaus,Göhren/Rügen,Mecklenburg-Vorpommern,Germany
10433,10 Barrel Brewing,Bend,Oregon,United States
12849,10 Barrel Brewing — Boise,Boise,Idaho,United States
13579,101 North Brewing,Petaluma,California,United States
11917,12 String Brewing Co,Spokane Valley,Washington,United States
12050,13oxn Hausbrauerei,Sankt Lorenz am Mondsee,,Austria
13176,14th Star Brewing,Saint Albans,Vermont,United States
68,1516 Brewing Company,Wien,,Austria
8429,1516 WestParkBräu,Ingolstadt,Bayern,Germany
10874,16 Mile Brewing,Georgetown,Delaware,United States
12132,16 Tons,Moskva,Moskva,Russia
8486,1648 Brewing Co.,Lewes,East Sussex,United Kingdom
13015,1702 Beer & Pizza,Tucson,Arizona,United States
11324,192 Brewing Company,Kenmore,Washington,United States
10328,2 Brothers Brewery,Moorabbin,Victoria,Australia
8437,200 Bräuhaus,Seoul,,Republic of Korea
5463,21st Amendment Brewery Cafe,San Francisco,California,United States
5335,23rd Street Brewery,Lawrence,Kansas,United States
11531,2nd Shift Brewing,New Haven,Missouri,United States
9393,3 Brewers Restaurant Micro-Brewery,Toronto,Ontario,Canada
12986,3 Cordilleras,Medellin,,Colombia
1566,3 Fonteinen Brouwerij Ambachtelijke Geuzestekerij,Beersel,Vlaams Brabant,Belgium
13465,3 Guys & A Beer'd Brewing,Carbondale,Pennsylvania,United States
12745,3 Herons Brewing,Trumansburg,New York,United States
8465,3 Ravens Brewing Company,Thornbury,Victoria,Australia
12808,3 Sheeps Brewing Company,Sheboygan,Wisconsin,United States
11525,3 Stars Brewing,Washington,District of Columbia,United States
4592,30 Barrel Brewing,Cincinnati,Ohio,United States
13048,303 Brewing,Denver,Colorado,United States
12404,32 Via dei Birrai,Pederobba,,Italy
11482,3docs Brewhouse,Ruston,Louisiana,United States
12880,4 Hands Brewing,Saint Louis,Missouri,United States
12599,4 Paws Brewing,Chicago,Illinois,United States
10505,4 Pines Brewing Company,Manly,New South Wales,Australia
13204,40 Arpent,Chalmette,Louisiana,United States
13562,405 Brewing,Oklahoma City,Oklahoma,United States
11860,406 Brewing Company,Bozeman,Montana,United States
13580,41 Oaks Brewing,Oakhurst,California,United States
13138,450 North Brewing Company,Columbus,Indiana,United States
12164,49th State Brewery,Healy,Alaska,United States
6452,4th Street Brewing,Gresham,Oregon,United States
12306,4th Way Brewing,Berkeley,California,United States
11808,5 Points Brewing,San Diego,California,United States
12137,5 Rabbit Cerveceria,Chicago,Illinois,United States
11819,50 Back Brewing,Pepperell,Massachusetts,United States
12509,508 Gastrobrewery,New York,New York,United States
9592,51 North Brewing,Lake Orion,Michigan,United States
11288,510 Brewing,Fremont,California,United States
13143,515 Brewing,Clive,Iowa,United States
12643,5th Street Brewpub,Sedalia,Missouri,United States
13545,603 Brewery,Campton,New Hampshire,United States
11512,612Brew,Minneapolis,Minnesota,United States
11068,7 Seas Brewing Company,Gig Harbor,Washington,United States
4,75th Street Brewery,Kansas City,Missouri,United States
11837,77 Brewing,New York,New York,United States
12070,7th Settlement Brewery,Dover,New Hampshire,United States
12015,8 Wired Brewing,Blenheim,,New Zealand
11882,8th Wonder Brewery,Houston,Texas,United States
11521,907 Brewing,Ketchikan,Alaska,United States
11303,961 Beer,Mazraat Yachouh,,Lebanon
5797,A-One Brewery,Higashimatsuyama-shi,Saitama-ken,Japan
30,A.J. Gordon's Brewing,New York,New York,United States
5917,A.J.I. Beer,Minoh-shi,Ōsaka-fu,Japan
170,A.W. Shucks,Charleston,South Carolina,United States
5,A1A Ale Works,Saint Augustine,Florida,United States
4669,AAA Brewing,Plattsburgh,New York,United States
2606,Aalener Löwenbrauerei,Aalen,Baden-Württemberg,Germany
10882,Aardwolf Pub & Brewery,Ponte Vedra,Florida,United States
9209,Aarhus Bryghus,Viby J,,Denmark
6,Aass Brewery,Drammen,,Norway
1960,Aba Brewery,Aba,,Nigeria
12947,Abandon Brewing Company,Penn Yan,New York,United States
5743,Abashiri Brewery,Abashiri-shi,Hokkai-dō,Japan
7,Abbaye de Leffe,Dinant,Namur,Belgium
532,Abbaye Notre Dame du St Remy,Rochefort,Namur,Belgium
5423,Abbey Ales Limited,Bath,Somerset,United Kingdom
9140,Abbey Beverage Company,Santa Fe,New Mexico,United States
8,Abbey Brewing Company,Miami Beach,Florida,United States
11681,Abbey Ridge,Alto Pass,Illinois,United States
10986,Abbey Wright Brewing,Williamsport,Pennsylvania,United States
6954,Abbeydale Brewery,Sheffield,South Yorkshire,United Kingdom
6267,ABC New Cicer,Bissau,,Guinea-Bissau
8605,Abe & Roscoe's Brewpub & Eatery,Ottawa,Ontario,Canada
10,Abel Brown's Brewery,Hitchin,Hertfordshire,United Kingdom
535,Aberdeen Brewing,Valparaiso,Indiana,United States
11,Aberdeenshire Ales Ltd.,Ellon,Scotland,United Kingdom
12,Aberystwyth Ales,Dyfed,Wales,United Kingdom
8396,Abilene Brewing,Abilene,Texas,United States
13,Abita Brewing,Covington,Louisiana,United States
14,Abita Brewpub,Abita Springs,Louisiana,United States
12908,ABQ Brewing,Albuquerque,New Mexico,United States
17,Abula Alus Darītava,Brenguļi,,Latvia
11726,Abuljadayel Beverages Inc.,Jeddah,,Saudi Arabia
6921,Academy of Fine Beers,Santa Ana,California,United States
18,Acadian Brewing,New Orleans,Louisiana,United States
11797,Acadian Craft Brewing,New Orleans,Louisiana,United States
13593,Acadian Farms & Brewery,Carson,Washington,United States
15,Accra Brewery Ltd,Accra,,Ghana
7340,Ace Continental Exports,Mumbai,,India
8840,Acorn Brewery,Barnsley,South Yorkshire,United Kingdom
13694,Acoustic Ales Brewing Experiment,San Diego,California,United States
6969,Acton's Country Pub and Microbrewery,Aughrim,,Ireland
13444,Actual Brewing,Columbus,Ohio,United States
4219,Adam's Northwest Bistro and Brewery,Monroe,Washington,United States
21,Adambräu,Innsbruck,,Austria
22,Addingtons,Ottawa,Ontario,Canada
11384,Adelbert's Brewery,Austin,Texas,United States
8469,Adirondack Pub & Brewery,Lake George,New York,United States
23,Adirondack Trail Brewing,Alder Creek,New York,United States
3659,Adler Brauerei Göggingen,Krauchenwies/Göggingen,Baden-Württemberg,Germany
6048,Adler Brauerei Gebhard Föhr,Ehingen/Donau,Baden-Württemberg,Germany
5399,Adler-Brauerei,Mögglingen,Baden-Württemberg,Germany
7413,Adler-Bräu,Wiernsheim,Baden-Württemberg,Germany
7640,Adler-Bräu,Amerdingen,Bayern,Germany
8050,Adler-Bräu,Schlüsselfeld,Bayern,Germany
8097,Adler-Bräu,Stettfeld,Bayern,Germany
5648,Adlerbrauerei Balingen,Balingen,Baden-Württemberg,Germany
745,Adlerbrauerei Götz,Geislingen an der Steige,Baden-Württemberg,Germany
6708,Adlerbrauerei Haag,Waibstadt,Baden-Württemberg,Germany
446,Adlerbrauerei Holzherr Eislingen,Eislingen/Fils,Baden-Württemberg,Germany
5703,Adlerbrauerei Rupf,Dürmentingen,Baden-Württemberg,Germany
7622,Adlerbrauerei Schmetzer,Michelbach an der Lücke,Baden-Württemberg,Germany
9354,Adlerbräu Nguyen Du Brauhof,Thành phố Hồ Chí Minh,,Việt Nam
12468,Admiral Sasquatch,Summit,Illinois,United States
25,Adnams & Co.,Southwold,Suffolk,United Kingdom
13660,Adroit Theory Brewing Company,Sterling,Virginia,United States
5358,Africana Breweries - Ajoda New Town,Ibadan,,Nigeria
5375,Africana Breweries - Ibadan,Ibadan,,Nigeria
13074,Aftershock Brewing,Temecula,California,United States
13525,Against the Grain Brewery & Alehouse,Rock Island,Illinois,United States
12670,Against the Grain Brewery & Smokehouse,Louisville,Kentucky,United States
6017,Agassiz Brewing,Winnipeg,Manitoba,Canada
5368,Agro Industrial Ltd.,Ede,,Nigeria
8649,Agro-Flott BT,Bekesszentandras,,Hungary
9634,Agtrup Bryghus,Bjert,,Denmark
11404,AH Bräu,Franzensfeste (Fortezza),,Italy
5425,Ahlafors Bryggeri,Ale,,Sweden
7539,Ahlbecker Brauhaus,Seebad Ahlbeck,Mecklenburg-Vorpommern,Germany
7854,Ahornberger Landbrauerei Strößner-Bräu,Konradsreuth,Bayern,Germany
12446,AIDAblu,Rostock,Mecklenburg-Vorpommern,Germany
12447,AIDAsol,Rostock,Mecklenburg-Vorpommern,Germany
29,"Aiken Brewing Company, Grill and Bar",Aiken,South Carolina,United States
6671,Airbräu — das Brauhaus im Flughafen München,München,Bayern,Germany
11131,Airdale Brewing,San Diego,California,United States
8512,Airlie Beach Consolidated Brewery Pty Ltd,Airlie Beach,Queensland,Australia
11270,Airways Brewing Company,Kent,Washington,United States
5770,Aizu Brewery,Yama-gun,Fukushima-ken,Japan
13398,Ajax Aleworks,Richmond,Virginia,United States
11414,AJE-Ajeper S.A.,Lima,,Perú
5782,Akagi Kohgen Bokujo Kuronenberg Brewery Pub,Maebashi-shi,Gunma-ken,Japan
3195,Akciový Pivovar Dalešice,Dalešice,,Czech Republic
31,Akershus Bryggeri,Ytre Enebakk,,Norway
9335,Akhtyrskij Pivovarennyj Zavod,Akhtyrka,,Ukraine
5762,Akitakomachi Seisansya Kyokai,Minamiakita-gun,Akita-ken,Japan
1413,Akropolis,Vilnius,,Lithuania
2566,Aksarben Brewing (BOP),Omaha,Nebraska,United States
9952,Aktienbrauerei Flims Surselva AG,Flims,,Switzerland
32,Aktienbrauerei Kaufbeuren KG,Kaufbeuren,Bayern,Germany
20,Aktiv- und Wanderhotel Adam-Bräu,Bodenmais,Bayern,Germany
10326,Akuna Brewery,Mona Vale,New South Wales,Australia
5760,Akura Beer,Akita-shi,Akita-ken,Japan
4928,Akva-Vita,Pervoural'sk,Sverdlovskaya Oblast',Russia
5281,Al Ahram Beverages Company,Giza,,Egypt
11727,Al-Amoudi Beverage Industries,Jeddah,,Saudi Arabia
5529,Al-Chark Brewery,Aleppo,,Syria
33,Alameda Brewhouse,Portland,Oregon,United States
12821,Alamo Beer Company,San Antonio,Texas,United States
34,Alamogordo Brewing,Alamogordo,New Mexico,United States
35,Alaskan Brewing,Juneau,Alaska,United States
37,Alaus Darykla Gubernija,Šiauliai,,Lithuania
38,Alaus Darykla Kalnapilis,Panevėžys,,Lithuania
1829,Alaus Purslai,Panevėžys,,Lithuania
1551,Alaus Restoranas-Darykla Avilys,Vilnius,,Lithuania
39,Albani Bryggerierne,Odense,,Denmark
10318,Albany AleWorks,Albany,Western Australia,Australia
40,Albany Brewing,Albany,California,United States
12226,Albertshöfer Sternbräu,Albertshofen,Bayern,Germany
6486,Albquell Bräuhaus,Trochtelfingen,Baden-Württemberg,Germany
10506,Albrau Grup S.A.,Oneşti,,Romania
1902,Albravis,Klaipėda,,Lithuania
5595,Alcatraz Brewing - Auburn Hills,Auburn Hills,Michigan,United States
42,Alcatraz Brewing - Littleton,Littleton,Colorado,United States
4584,Alcatraz Brewing - Tempe,Tempe,Arizona,United States
41,Alcatraz Brewing — Indianapolis,Indianapolis,Indiana,United States
5663,Alcatraz Brewing — Orange,Orange,California,United States
6709,Alcazar Brewing,Old Basford,Nottingham,United Kingdom
43,Aldaris,Rīga,,Latvia
44,Aldchlappie Brewery,Perthshire and Kinross,Scotland,United Kingdom
11143,Aldergrove Brewery,Tulalip,Washington,United States
7298,Ale & Ocean Brew Pub,La Jolla,California,United States
9523,Ale Asylum,Madison,Wisconsin,United States
13319,Ale House Brewing,San Jose,California,United States
45,Ale House Rock,Huntington Beach,California,United States
10747,Ale Industries,Concord,California,United States
9337,Aleksandrijskij Pivzavod,Aleksandrija,,Ukraine
6652,Aleph Inc.,Otaru-shi,Hokkai-dō,Japan
5713,Aleph Inc. — Otarusouko No. 1,Otaru-shi,Hokkai-dō,Japan
9491,Alerna,Durrës,,Albania
4518,Ales Of Scilly,Isles of Scilly,Cornwall,United Kingdom
46,AleSmith Brewing,San Diego,California,United States
6899,Alewife Brewery,Starston,Norfolk,United Kingdom
47,Alewife Grille and Brewery,Glastonbury,Connecticut,United States
8578,Alexander Keith's Nova Scotia Brewery,Halifax,Nova Scotia,Canada
12776,Alexandria's Brewery,Findlay,Ohio,United States
48,Alfa Bierbrouwerij,Schinnen,,Netherlands
4512,"Alibras (Alimentos Brasileiros, Ltda.)",Chapecó,Santa Catarina,Brazil
52,Ali`i Brewing,Honolulu,Hawaii,United States
55,All American Brewing,Dublin,Ohio,United States
11513,All American Grill & Brewhouse,Waverly,Minnesota,United States
12983,All Saints Brewing,Greensburg,Pennsylvania,United States
13404,All-American Beer Company,Saint Louis,Missouri,United States
6031,All-American Sports Café,Ridgewood,New Jersey,United States
9096,Alla Ghiacciaia,Aquileia,,Italy
54,Allagash Brewing,Portland,Maine,United States
9526,Alles Bier,Campinas,São Paulo,Brazil
57,Alley Kat Brewing,Edmonton,Alberta,Canada
58,Allgäuer Brauhaus AG Kempten,Kempten,Bayern,Germany
3466,"Allgäuer Brauhaus AG Kempten, Braustätte Leuterschach",Marktoberdorf,Bayern,Germany
5359,Allied Breweries,Akure,,Nigeria
59,Allied Breweries,Burton-upon-Trent,Staffordshire,United Kingdom
12393,Alligator Brewing,Gainesville,Florida,United States
12307,Almanac Beer Co.,San Francisco,California,United States
1251,Almatinskij Pivzavod N1,Almaty,,Kazakhstan
8283,Almond '22,Spoltore,,Italy
3703,Aloha Beer Co.,Honolulu,Hawaii,United States
13582,Alosta Brewing,Glendora,California,United States
13299,Alphabet City Beer Co.,New York,New York,United States
642,Alpine Beer Company,Alpine,California,United States
6670,Alpine Brewing,Oroville,Washington,United States
60,Alpine Brewing / Naked Aspen Brewing,Littleton,Colorado,United States
12979,Alpine Dog Brewing Company,Denver,Colorado,United States
61,Alpirsbacher Klosterbräu Glauner GmbH & Co. KG,Alpirsbach,Baden-Württemberg,Germany
62,Alrode Brewery,Johannesburg,,South Africa
10087,Alt Platz Brewing,Portsmouth,Virginia,United States
1657,Alt-Gießen Gasthausbrauerei,Gießen,Hessen,Germany
3564,Alt-Oberurseler Brauhaus,Oberursel,Hessen,Germany
13281,Altamont Beer Works,Livermore,California,United States
12889,Altamont Brewing,Asheville,North Carolina,United States
7414,Altöttinger Hell-Brau GmbH,Altötting,Bayern,Germany
9954,Alte Ölmühle,Wittenberge,Brandenburg,Germany
9754,Alte Brauerei,Wolfhagen,Hessen,Germany
6755,Altenburger Brauerei GmbH,Altenburg,Thüringen,Germany
12478,Altenhofer Carolinenbräu,Wenden-Altenhof,Nordrhein-Westfalen,Germany
9798,Altenrüthener Hausbrauerei,Rüthen,Nordrhein-Westfalen,Germany
12736,Alter Bahnhof Frechen,Frechen,Nordrhein-Westfalen,Germany
9992,Alter Kelter,Lampertheim,Hessen,Germany
5615,Alter's Ark City Brewing,Arkansas City,Kansas,United States
9513,Altes Brauhaus Gasthausbrauerei und Pension,Steinbach,Sachsen,Germany
1688,Altes Brauhaus zu Fallersleben,Wolfsburg-Fallersleben,Niedersachsen,Germany
2018,Altes Tramdepot Brauerei & Restaurant,Bern,,Switzerland
6392,Altitude Chophouse and Brewery,Laramie,Wyoming,United States
8268,Altstadt-Bräu Sion,Köln,Nordrhein-Westfalen,Germany
9657,Altstadtbrauerei Marienbräu Jever,Jever,Niedersachsen,Germany
8894,Altstadtbrauhaus zu Bautzen,Bautzen,Sachsen,Germany
9122,Altstadtbrauhaus zum Stadtkrug,Schwerin/Mecklenburg,Mecklenburg-Vorpommern,Germany
6534,Altstadthotel Bärenbrauerei Winkler,Berching,Bayern,Germany
6705,Alus Avots,Ķekava,,Latvia
2282,Alus Darītava Piebalga,Jaunpiebalga,,Latvia
66,Alvarado Brewing,Albuquerque,New Mexico,United States
856,Alvinne Picobrouwerij,Heule,West-Vlaanderen,Belgium
10649,Amadeus,Sankt-Peterburg,Sankt-Peterburg,Russia
67,Amadeus Bräu,Salzburg,,Austria
10369,Amadeus Hausbräu,Baden-Baden,Baden-Württemberg,Germany
9636,Amager Bryghus,Kastrup,,Denmark
9278,Amazon Beer,Belém,Pará,Brazil
11212,Ambacht Brewing,Hillsboro,Oregon,United States
6018,Ambassador Brewing,Windsor,Ontario,Canada
69,Amber Brewing,Markham,Ontario,Canada
70,Amber Waves Brewery and Pub,Vacaville,California,United States
11972,Amber Waves Brewing,Parksville,Kentucky,United States
10204,Amber's Brewing,Edmonton,Alberta,Canada
7856,Amberger Brauerei und Mälzerei,Kösching,Bayern,Germany
8821,AmBev,Dias d'Avila,Bahia,Brazil
8865,AmBev,Aquiraz,Ceará,Brazil
1260,AmBev - CEBRASA,Anápolis,Goiás,Brazil
4499,AmBev - F. Águas Claras do Sul,Viamão,Rio Grande do Sul,Brazil
1282,AmBev - F. Brasília,Gama,Distrito Federal,Brazil
2234,AmBev - F. Cuiabá,Cuiabá,Mato Grosso,Brazil
1377,AmBev - F. Curitiba,Curitiba,Paraná,Brazil
1246,AmBev - F. Goiânia,Goiânia,Goiás,Brazil
1278,AmBev - F. Guarulhos,Guarulhos,São Paulo,Brazil
2227,AmBev - F. Jacarepaguá,Rio de Janeiro,Rio de Janeiro,Brazil
1375,AmBev - F. Jaguariúna,Jaguariúna,São Paulo,Brazil
1135,AmBev - F. Minas,Juatuba,Minas Gerais,Brazil
3694,AmBev - F. Montenegro,Montenegro,Rio Grande do Sul,Brazil
1252,AmBev - F. Passo Fundo,Passo Fundo,Rio Grande do Sul,Brazil
1378,AmBev - F. Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Brazil
2229,AmBev - F. Salvador,Salvador,Bahia,Brazil
4502,AmBev - F. SE,Estância,Sergipe,Brazil
2230,AmBev - F. Teresina,Teresina,Piauí,Brazil
2231,AmBev - F. Vespasiano,Vespasiano,Minas Gerais,Brazil
2232,AmBev - F. Viana,Viana,Espírito Santo,Brazil
2233,AmBev - Fonte da Mata,João Pessoa,Paraíba,Brazil
1255,AmBev - Nordeste,Cabo de Santo Agostinho,Pernambuco,Brazil
12082,AMBEV — Companiha de Bebidas das Américas,Itapissuma,Pernambuco,Brazil
1254,AmBev — F. Jacareí,Jacareí,São Paulo,Brazil
4517,AmBev — F. Lages,Lages,Santa Catarina,Brazil
10795,AmBev — Filial Sete Lagoas,Sete Lagoas,Minas Gerais,Brazil
1249,AmBev Brasil Bebidas Ltda. — F. Agudos.,Agudos,São Paulo,Brazil
8624,AmBev Centroamérica,Teculután,,Guatemala
71,Ambleside Brewing,Minneapolis,Minnesota,United States
7066,Ambleside Brewing BOP,West Vancouver,British Columbia,Canada
12688,Amelander Brouwerij,Ballum,,Netherlands
76,America's Brewing,Aurora,Illinois,United States
12609,American Badass Beer Company,Webberville,Michigan,United States
4668,American Beer Works,Elmhurst,Illinois,United States
6407,American Beverage,Pyrmont,New South Wales,Australia
73,American Brewers Guild,Woodland,California,United States
11918,American Brewing,Edmonds,Washington,United States
5667,American Brewing Company,Lake Park,Florida,United States
13320,American Craft Brewers Co-op,Carlsbad,California,United States
74,American Craft Brewing International Ltd.,Metairie,Louisiana,United States
10928,American Craft Standard Brewing and Distilling Co.,Saint Louis,Missouri,United States
11132,American Dream Brewing,Thousand Oaks,California,United States
9394,American Flatbread — Burlington Hearth,Burlington,Vermont,United States
11497,American Honor Beer Company,Wilkes-Barre,Pennsylvania,United States
75,American River Brewing,Auburn,California,United States
11998,American River Brewing,Rancho Cordova,California,United States
2349,Amerisports Brew Pub,Kansas City,Missouri,United States
1568,Amersfoortse Stadsbierbrouwerij De Drie Ringen,Amersfoort,,Netherlands
77,Amherst Brewing,Amherst,Massachusetts,United States
4573,"Amicas Pizza, Microbrews and More",Salida,Colorado,United States
12249,Ammergauer Maxbräu,Oberammergau,Bayern,Germany
6587,Amnesia Brewing,Portland,Oregon,United States
3012,Amos Howards Brew Pub,Hickory,North Carolina,United States
13297,Ampleforth Abbey & College,York,North Yorkshire,United Kingdom
13034,Amplified Ale Works,San Diego,California,United States
2435,Amstel Sörgyár Rt. Magyarország,Komárom,,Hungary
84,Amsterdam Brewing Co.,Toronto,Ontario,Canada
3277,Amur Pivo,Blagoveshchensk,Amurskaya Oblast',Russia
11636,An Teallach Brewery,Garve,Scotland,United Kingdom
6590,Anacapa Brewing,Ventura,California,United States
86,Anacortes Brewhouse,Anacortes,Washington,United States
1651,Anadolu Efes Biracilik Ve Malt Sanayi,Istanbul,,Turkey
6909,Anadolu Efes Biracilik Ve Malt Sanayii,Evrensekiz,,Turkey
12311,Anaheim Brewery,Anaheim,California,United States
13049,Analog Brewing,Denver,Colorado,United States
13546,Anarchy Brew Co,Morpeth,Northumberland,United Kingdom
90,Anchor Brewery,Wellington,,New Zealand
87,Anchor Brewery,Salisbury,Wiltshire,United Kingdom
89,Anchor Brewing,San Francisco,California,United States
11774,Anchorage Brewing,Anchorage,Alaska,United States
91,Ancient Druids,Cambridge,Cambridge,United Kingdom
11278,Ancient Lakes Brewing,Quincy,Washington,United States
93,Anderson Valley Brewing,Boonville,California,United States
7976,Andorfer Weizenbierbrauerei,Passau,Bayern,Germany
8255,Andreas Brauerei Privatbrauerei,Hagen,Nordrhein-Westfalen,Germany
94,Andreas Bräu,Leopoldshafen,Baden-Württemberg,Germany
96,Andrew's Brewing LLC,Lincolnville,Maine,United States
1383,Andrulio,Mažeikiai,,Lithuania
7088,Andy Hepworth,Horsham,West Sussex,United Kingdom
12143,Angara,Moskva,Moskva,Russia
97,Angel City Brewing,Los Angeles,California,United States
98,Angeles Brewing,Chatsworth,California,United States
99,Angelic Brewing,Madison,Wisconsin,United States
10559,Angler-Bräu,Münchenstein,,Switzerland
6941,Anglo-Dutch Brewery,Dewsbury,West Yorkshire,United Kingdom
11229,Angry Cedar Brewing,Waverly,Iowa,United States
10456,Angry Hank's,Billings,Montana,United States
9441,Angry Minnow Brewpub,Hayward,Wisconsin,United States
6404,Anheuser Busch Asia Inc,Kwai Chung,,Hong Kong
111,Anheuser-Busch,Tampa,Florida,United States
10368,Anheuser-Busch Asia Inc,Tangshan,,Hong Kong
113,Anheuser-Busch InBev,Wuhan,Hubei,China
11370,Anheuser-Busch InBev,Preston,Lancashire,United Kingdom
11369,Anheuser-Busch InBev,Magor,Wales,United Kingdom
103,Anheuser-Busch InBev,Fairfield,California,United States
107,Anheuser-Busch InBev,Los Angeles,California,United States
9538,Anheuser-Busch InBev,Van Nuys,California,United States
104,Anheuser-Busch InBev,Fort Collins,Colorado,United States
106,Anheuser-Busch InBev,Jacksonville,Florida,United States
101,Anheuser-Busch InBev,Cartersville,Georgia,United States
110,Anheuser-Busch InBev,Saint Louis,Missouri,United States
108,Anheuser-Busch InBev,Merrimack,New Hampshire,United States
109,Anheuser-Busch InBev,Newark,New Jersey,United States
100,Anheuser-Busch InBev,Baldwinsville,New York,United States
102,Anheuser-Busch InBev,Columbus,Ohio,United States
105,Anheuser-Busch InBev,Houston,Texas,United States
112,Anheuser-Busch InBev,Williamsburg,Virginia,United States
7559,Anheuser-Busch InBev NV,Leuven,Vlaams Brabant,Belgium
7124,Anhui Gold Seed Wine General Factory,Fuyang,Anhui,China
5887,Anjo Den Brewery,Anjo-shi,Aichi-ken,Japan
6811,Anker Brouwerij Wieze,Wieze,Oost-Vlaanderen,Belgium
6233,Anker-Brauerei Nagold,Nagold,Baden-Württemberg,Germany
7953,Ankerbrauerei Nördlingen,Nördlingen,Bayern,Germany
8355,Ankerbräu,Steinach,Thüringen,Germany
11871,Anne Uther Brewing,Kent,Washington,United States
10149,Antares,Mar del Plata,,Argentina
114,Antelope Brewing,Lancaster,California,United States
12338,Anthem Brewing,Oklahoma City,Oklahoma,United States
4846,Antigua Brewery,Saint John's,,Antigua and Barbuda
115,Antilliaanse Brouwerij,Willemstad,,Netherlands Antilles
9581,Anton Wallner Bräu,Krimml,,Austria
10160,Antoniusbier,Santo Antonio do Pinhal,São Paulo,Brazil
5900,Anzen,Kameyama-shi,Mie-ken,Japan
117,Apatinska,Apatin,,Serbia
6953,Apeldoornse Stadsbierbrouwerij,Apeldoorn,,Netherlands
5382,Apex Breweries,Ikenne,,Nigeria
11842,Apex Brewing,Apex,North Carolina,United States
9727,Apfeltranger Bier,Apfeltrang,Bayern,Germany
118,APK Brewery,Canberra,Australian Capital Territory,Australia
13151,Apocalypse Brew Works,Louisville,Kentucky,United States
13226,Apocalypse Brewing Company,Medford,Oregon,United States
7814,Apostelbräu,Hauzenberg,Bayern,Germany
119,Appalachian Ale Works,Moore,South Carolina,United States
120,Appalachian Brewing,Harrisburg,Pennsylvania,United States
8697,Appalachian Brewing #2,Gettysburg,Pennsylvania,United States
10977,Appalachian Brewing — Camp Hill,Camp Hill,Pennsylvania,United States
12153,Appalachian Brewing — Collegeville,Collegeville,Pennsylvania,United States
13654,Appalachian Brewing Company — Lititz,Lititz,Pennsylvania,United States
12893,Appalachian Mountain Brewery,Boone,North Carolina,United States
11695,Appanoose Rapids Brewing,Ottumwa,Iowa,United States
9106,Appennino Risorse,Granaglione,,Italy
13578,Apple Blossom Brewing,Fayetteville,Arkansas,United States
12123,Appleton Beer Factory,Appleton,Wisconsin,United States
121,Appleton Brewing,Appleton,Wisconsin,United States
8994,APU,Ulaanbaatar,,Mongolia
584,Apynys,Kaunas,,Lithuania
11606,Aqua Service Mayotte,Mamoudzou,,Mayotte
122,Arab Breweries,Amman,,Jordan
5850,Arai and Associates,Myōkō-shi,Niigata-ken,Japan
5845,Arai Resort Development,Myoko-shi,Niigata-ken,Japan
6617,Arbema,Arad,,Romania
12577,Arbor Ales,Bristol,Somerset,United Kingdom
12738,Arbor Brewing Co. India Ltd.,Bangalore,,India
124,Arbor Brewing Company Pub & Eatery,Ann Arbor,Michigan,United States
12841,Arcade Brewery,Chicago,Illinois,United States
125,Arcadia Brewing,Battle Creek,Michigan,United States
13359,Arcadia Brewing — Kalamazoo,Kalamazoo,Michigan,United States
6607,Arcasul S.A. Fabrica de Bere,Balti,,Moldova
126,Arcense Bierbrouwerij,Arcen,,Netherlands
6962,Archers The Brewers,Swindon,Wiltshire,United Kingdom
9891,Archipelago Brewing,Singapore,,Singapore
128,Arcobräu Gräfliches Brauhaus,Moos,Bayern,Germany
8066,Arcobräu Gräflisches Brauhaus Arco-Zinneberg,Schwandorf,Bayern,Germany
129,Arctic Brewing,Yellowknife,Northwest Territories,Canada
8659,Arctic Craft Brewery,Colorado Springs,Colorado,United States
6616,Ardealul,Aiud,,Romania
12085,Ardent Craft Ales,Richmond,Virginia,United States
5458,Arena Brewing,Grand Rapids,Michigan,United States
13241,Argilla Brewing @ Pietro's Pizza,Newark,Delaware,United States
11331,Argus Brewing,Chicago,Illinois,United States
3336,Ariana Brewery,Sofia,,Bulgaria
131,Arizona Roadhouse and Brewery,Tempe,Arizona,United States
13014,Arizona Wilderness Brewing,Queen Creek,Arizona,United States
132,Arkell's Brewery Ltd.,Swindon,Wiltshire,United Kingdom
12302,Arkose Brewery,Palmer,Alaska,United States
8830,Arlem Breweries,Margao,,India
11447,Armadillo Ale Works,Denton,Texas,United States
6019,Armadillo Brewing,Austin,Texas,United States
1683,Armeniukas,Jurbarko district,,Lithuania
7647,Arnsteiner Brauerei,Arnstein,Bayern,Germany
4503,Arosuco Aromas e Sucos Ltd.,Manaus,Amazonas,Brazil
11748,Arpa,Bishkek,,Kyrgyzstan
6032,Arrowhead Brewing,Maumee,Ohio,United States
