beerme_id,name,city,region,country
256,Bavaria — Cervecería de Perreira,Pereira,,Colombia
1194,Bavaria — Cervecería de Tocancipá,Tocancipá,,Colombia
13533,Bavaria Baku,Baku,,Azerbaijan
3156,Bavaria Bräu,München,Bayern,Germany
260,Bavaria Microbräu Gasthof,Neustadt/Wied,Rheinland-Pfalz,Germany
252,Bavaria N.V.,Lieshout,,Netherlands
263,Bavaria-St. Pauli-Brauerei,Hamburg,Hamburg,Germany
259,Bavariabrau,Centurion,,South Africa
10250,Bavarian Barbarian Brewing,Williamsport,Pennsylvania,United States
261,Bavarian Brewing,Maumee,Ohio,United States
262,Bavarian Lager Cellar,Albuquerque,New Mexico,United States
9193,Bavarska Pivovara Jastrebarsko,Jastrebarsko,,Croatia
11816,Bawlmer Craft Beers,Baltimore,Maryland,United States
11180,Baxter Brewing Co.,Lewiston,Maine,United States
11349,Bay Brewery,Galway,,Ireland
266,Bay Brewery,Seabrook,Texas,United States
10831,Bay Bridge Brewing,Chula Vista,California,United States
6029,Bay Front Brewery,Newport,Oregon,United States
4594,Bay Islands Brewery,Oak Ridge,,Honduras
13388,Bay State Brewing,Leicester,Massachusetts,United States
11076,Bay View Brewhaus,Milwaukee,Wisconsin,United States
8028,Bayer-Bräu,Rothenfels,Bayern,Germany
8298,Bayerische Brauerei Schluck-Jänisch,Kaiserslautern,Rheinland-Pfalz,Germany
7974,Bayerische Löwenbrauerei Franz Stockbauer AG,Passau,Bayern,Germany
268,Bayerische Staatsbrauerei Weihenstephan,Freising,Bayern,Germany
6777,Bayerischer Bahnhof Brau & Gaststättenbetrieb GmbH & Co. KG,Leipzig,Sachsen,Germany
6766,Bayern Brauhaus,Athens,,Greece
269,Bayern Brewing,Missoula,Montana,United States
13065,Bayfield Brewing,Bayfield,Colorado,United States
270,Bayhawk Ales,Irvine,California,United States
11601,Baying Hound Aleworks,Rockville,Maryland,United States
271,Bayou Brewing,Richmond,British Columbia,Canada
10902,Bayou Teche Brewery,Arnaudville,Louisiana,United States
7352,Bayreuther Bierbrauerei AG,Bayreuth,Bayern,Germany
12231,Bayrisch Brau Pub,Augsburg,Bayern,Germany
6746,Bays Brewery,Paignton,Devon,United Kingdom
8768,Bazens' Brewery,Salford,Manchester,United Kingdom
9825,Bärenbräu,Ottersheim b. Landau,Rheinland-Pfalz,Germany
7416,Bärenbräu Neuhausen,Holzheim b. Neu-Ulm,Bayern,Germany
7931,Bärenbräu Röck,Nesselwang,Bayern,Germany
6338,Bärenquell-Brauerei Berlin,Berlin,Berlin,Germany
7411,Béierhaascht Brasserie et Hotel,Bascharage,,Luxembourg
12174,Böblinger Wichtel GmbH & Co. KG,Böblingen,Baden-Württemberg,Germany
9860,Böck Sonnenbräu,Lauingen,Bayern,Germany
6733,Böhmisch Brauhaus,Großröhrsdorf,Sachsen,Germany
10439,Bölke Brauhaus,Oschersleben,Sachsen-Anhalt,Germany
9155,Bøgedal Bryghus,Vejle,,Denmark
10575,Bøllingsø Bryghus,Engesvang,,Denmark
10560,Büchel-Bier,Zunzgen,,Switzerland
3473,Bürgerbräu,Kitzingen,Bayern,Germany
1041,Bürgerbräu Bad Reichenhall August Röhm & Söhne KG,Bad Reichenhall,Bayern,Germany
7674,Bürgerbräu Bayreuth,Bayreuth,Bayern,Germany
7822,Bürgerbräu Hersbruck,Hersbruck,Bayern,Germany
6998,Bürgerbräu Hof,Hof,Bayern,Germany
1042,Bürgerbräu Innsbruck,Innsbruck,,Austria
8072,Bürgerbräu Selb,Selb,Bayern,Germany
12437,Bürgerbräu Wächtersbach Brauereigenossenschaft eG,Wächtersbach,Hessen,Germany
8173,Bürgerbräu Wolnzach,Wolnzach,Bayern,Germany
1044,Bürgerliches Brauhaus Augsburg Göggingen,Augsburg,Bayern,Germany
6754,Bürgerliches Brauhaus Saalfeld,Saalfeld/Saale,Thüringen,Germany
8165,Bürgerliches Brauhaus Wiesen,Wiesen,Bayern,Germany
4706,Bürgerliches Brauhaus zum Habereck'l,Mannheim,Baden-Württemberg,Germany
11725,Bürgerstüble,Sulz-Sigmarswangen,Baden-Württemberg,Germany
12423,Büttenhof Bräu Volz,Biebesheim am Rhein-Büttenhof,Hessen,Germany
7663,Büttnerbräu Bierbrauerei,Bad Königshofen,Bayern,Germany
6863,"BBC Brewing Co., LLC",Louisville,Kentucky,United States
275,BC Brewing,El Cerrito,California,United States
276,Beach Brewing,Orlando,Florida,United States
11859,Beach Brewing,Virginia Beach,Virginia,United States
277,Beach Chalet Brewery,San Francisco,California,United States
11553,Beachfront Brewing,Hermosa Beach,California,United States
12308,Beachwood BBQ & Brewing,Long Beach,California,United States
12777,Beachy Head Brewery,Eastbourne,East Sussex,United Kingdom
5318,Beacon Brewery,Newton,Massachusetts,United States
278,Beamish & Crawford Plc,Cork,,Ireland
6035,Bean Rock Brewing,Auckland,,New Zealand
280,Bear Brewpub,Orono,Maine,United States
9277,Bear Creek Brewing,Redmond,Washington,United States
13478,Bear Naked Brewing,McKinney,Texas,United States
283,Bear Republic Brewing,Healdsburg,California,United States
10476,Bear Republic Brewing Company - Factory Five,Cloverdale,California,United States
284,Bear River Brewing,Petoskey,Michigan,United States
13228,Beards Brewery,Petoskey,Michigan,United States
281,Beards of Sussex Ltd.,Herstmonceux,East Sussex,United Kingdom
13509,BearKaat Brewery,East Meredith,New York,United States
285,Beartooth Brewing,Boulder,Colorado,United States
286,Beartown Brewery,Congleton,Cheshire,United Kingdom
9529,Beau's All Natural Brewing Company,Vankleek Hill,Ontario,Canada
6275,Beaubelle Brewery,Nowra,New South Wales,Australia
10097,Beautiful Brews Inc,Boca Raton,Florida,United States
12894,Beaver Beer Co. LLC,Westport,Connecticut,United States
6036,Beaver Brewing Company,Vancouver,British Columbia,Canada
12098,Beaver Brewing Company,Beaver Falls,Pennsylvania,United States
10286,Beaver Creek Brewery,Wibaux,Montana,United States
10582,Beaver Run Brewery,Stanley,Virginia,United States
287,Beaver Street Brewery,Flagstaff,Arizona,United States
11909,Beaver View Brew Co.,Albion,Nebraska,United States
288,Beba Produzione Birra,Villar Perosa,,Italy
5545,Bebidas de Portugal,Loule,,Portugal
10216,Bebidas Leonardo Sell,Rancho Queimado,Santa Catarina,Brazil
289,Becher-Bräu,Bayreuth,Bayern,Germany
6552,Beck's Sports Bar & Grill,Waterloo,Iowa,United States
11059,Becker Brewing Company,Gasport,New York,United States
6673,Bedele Brewery,Bedele,,Ethiopia
3555,Bedford Alehouse,Bedford,Virginia,United States
290,Bedford Brewing (BOP),Victoria,British Columbia,Canada
9029,Bedondaine & Bedons Ronds,Chambly,Québec,Canada
11151,Bee Creek Brewery,Brazil,Indiana,United States
13629,Beecher Brewing,Redondo Beach,California,United States
13296,Beer Academy,Toronto,Ontario,Canada
11818,Beer Belly Brewers,Waltham,Massachusetts,United States
12429,Beer Bräu,Höchst,Hessen,Germany
13063,Beer by Design Brewery,Brighton,Colorado,United States
5932,Beer Club Kobe,Kobe-shi,Hyōgo-ken,Japan
5901,Beer Club of Japan,Iga-shi,Mie-ken,Japan
5969,Beer Club of Japan,Yamaguchi-shi,Yamaguchi-ken,Japan
12092,Beer Engine,Danville,Kentucky,United States
292,Beer Engine Pub and Brewery,Exeter,Devon,United Kingdom
13010,Beer Engineers,Birmingham,Alabama,United States
11653,Beer Factory — Puebla,Puebla,Puebla,México
12627,Beer Factory — Satélite,Ciudad Satélite,Estado de México,México
10367,Beer Factory Cuicuilco,Ciudad de México,Distrito Federal,México
11569,Beer Factory Lindavista,Ciudad de México,Distrito Federal,México
11352,Beer Factory Mundo E,Tlanepantla,Estado de México,México
5479,Beer Factory Santa Fé,Ciudad de México,Distrito Federal,México
8850,Beer Falls Brewing Company,Richland,Washington,United States
6604,Beer Garden Inn,Addis Ababa,,Ethiopia
72,Beer Guy of America,Carmel,California,United States
10616,Beer Here,København,,Denmark
11111,Beer House,Chisinau,,Moldova
10711,Beer Lounge Craft Brewed Ales,Ajijic,Jalisco,México
10265,Beer Lounge Craft Brewed Ales,Tlaquepaque,Jalisco,México
9332,Beer of Yerevan CJSC,Yerevan,,Armenia
4521,Beer Shop,Colchester,Essex,United Kingdom
13023,Beer Station,Bogotá,,Colombia
13026,Beer Station — Altoprado,Baranquilla,,Colombia
13024,Beer Station — Pepe Sierra,Bogotá,,Colombia
13025,Beer Station — Plaza Mayor,Chia,,Colombia
13027,Beer Station ­— Caribe Plaza,Cartagena,,Colombia
8366,Beer Thai (1991) Public Company Limited,Bangkok,,Thailand
9671,Beer Thai (1991) Public Company Limited,Klong Klung,,Thailand
9672,Beer Thip Brewery (1991) Company Limited,Bang Baan,,Thailand
10145,Beer Valley Brewing,Ontario,Oregon,United States
13400,Beer'd Brewing Company,Stonington,Connecticut,United States
12130,Beer-Rulka,Moskva,Moskva,Russia
5800,Beereise,Yachiyo-shi,Chiba-ken,Japan
13166,Beerhouse Madeira,Funchal,,Portugal
8482,Beermann's Beerwerks,Roseville,California,United States
6512,Beermann's Beerwerks BrewPub,Lincoln,California,United States
5576,Beertech Bebidas e Comestiveis Ltda.,Ribeirão Preto,São Paulo,Brazil
8389,BEFeD,Concesio,,Italy
9097,BEFeD Pub No. 1,Aviano,,Italy
9098,BEFeD Pub No. 2,Fiumicello,,Italy
9099,BEFeD Pub No. 3,Lignano Pineta,,Italy
9056,BEFeD Pub No. 4,Settimo Torinese,,Italy
9100,BEFeD Pub No. 5,Trieste Barcola,,Italy
9101,BEFeD Pub No. 6,Cassacco,,Italy
12980,Begyle Brewing,Chicago,Illinois,United States
9903,Behnle Bräu,Zöschingen,Bayern,Germany
11274,Behnoush Iran Co.,Tehrān,,Iran
293,Beier Brewing,Boise,Idaho,United States
295,Beijing Asia Shuanghe Sheng,Xuanwu,Beijing Shi,China
294,Beijing Brewery,Chaoyang,Beijing Shi,China
1524,Beijing Yanjing Brewery Co. Ltd.,Shunyi,Beijing Shi,China
12172,Beim Josl,Bad Waldsee,Baden-Württemberg,Germany
5360,Bekker Breweries (Nigeria),Akure,,Nigeria
13638,Belching Beaver Brewery,Vista,California,United States
296,Belfast Bay Brewing,Belfast,Maine,United States
11271,Belgian Bear Brewery,Stonewall,Oklahoma,United States
13167,Belgian Mare Brewing,East Alstead,New Hampshire,United States
297,Belhaven Brewery,East Lothian,Scotland,United Kingdom
298,Belize Brewing,Belize City,,Belize
12807,Beljica Brewing,Chewelah,Washington,United States
9545,Bell's Brewery,Galesburg,Michigan,United States
2346,Bell's Brewery Inc.,Kalamazoo,Michigan,United States
5569,Bell's Hotel & Brewery,South Melbourne,Victoria,Australia
10392,Bell's WeinRestaurant & BierGarten Eigene Hausbrauerei,Bad Neuenahr-Ahrweiler,Rheinland-Pfalz,Germany
11824,Bella Casa di Vino Winery and Microbrewery,Saint Clair,Michigan,United States
10332,Bellarine Brewing,Bellarine,Victoria,Australia
300,Belle Isle Brewery,Oklahoma City,Oklahoma,United States
12842,Belleville Brewing,Belleville,Illinois,United States
11034,Bellevue Brewing,Bellevue,Washington,United States
12948,Bellingham Beer Lab,Bellingham,Washington,United States
5705,Bellows Brew Crew,Watertown,Wisconsin,United States
8996,Bells Brewery,Lutterworth,Leicester,United Kingdom
5523,Belltower Brewhouse,Vancouver,Washington,United States
3080,Bellwether Hard Cider,Trumansburg,New York,United States
12567,Bellwoods Brewery,Toronto,Ontario,Canada
12503,Bellywash Brewing,Las Vegas,Nevada,United States
302,Belmont Brewing,Long Beach,California,United States
13451,Below Grade Brewing,Bend,Oregon,United States
12300,Below the Radar Brewing,Huntsville,Alabama,United States
4607,Belt Brewing,Saint Joseph,Missouri,United States
12932,Beltane Brewing,Novato,California,United States
10923,"Belton Brewing Co., LLC",Belton,Missouri,United States
13661,Beltway Brewing Company,Sterling,Virginia,United States
303,Belvoir Brewery,Old Dalby,Leicester,United Kingdom
12872,Bemidji Brewing,Bemidji,Minnesota,United States
11590,Ben Middlemisss Brewing,Waiheke,,New Zealand
10992,Ben's Brewing,Yankton,South Dakota,United States
13037,Benchmark Brewing,San Diego,California,United States
304,Bend Brewing,Bend,Oregon,United States
5365,Bendel Breweries,Benin City,,Nigeria
9506,Benelux Brasserie Artisanale et Café,Montréal,Québec,Canada
9950,Bennexer Brauhaus,Springe,Niedersachsen,Germany
11813,Benning Brew Pub,Fort Benning,Georgia,United States
305,Bennington Brewers,Bennington,Vermont,United States
11848,Benny Brew Co.,Nanticoke,Pennsylvania,United States
11960,"BensBrew, LLC",Lowell,Arkansas,United States
10873,Benson Brewery,Omaha,Nebraska,United States
6037,Bent River Brewing,Moline,Illinois,United States
13240,Bent River Brewing — Distribution Center & Tasting Room,Rock Island,Illinois,United States
8386,Bent Willy's Brewing,Morgantown,West Virginia,United States
13229,Bentley Brewing,Southbridge,Massachusetts,United States
306,Bentley's Brewhouse,Richmond,British Columbia,Canada
307,Bentley's Brewhouse and Restaurant,Point Roberts,Washington,United States
308,Bentley's Pub and Pan,Ruidoso,New Mexico,United States
5397,Benue Brewery,Makurdi,,Nigeria
310,Benxi City Brewery,Benxi,Liaoning,China
9678,Beoir Chorca Dhuibhne,Ballyferriter,,Ireland
6961,Beowulf Brewing,Brownhills,Staffordshire,United Kingdom
312,Bere Alutus,Rimnicu Vilcea,,Romania
311,Bere Azuga,Azuga,,Romania
314,Bere Bauturi Chitila,Bucuresti,,Romania
316,Bere Bauturi Popesti Leordeni SA,Bucuresti,,Romania
317,Bere Campeni SA,Cimpeni,,Romania
6627,Bere Câmpeni,Câmpeni,,Romania
318,Bere Craiova,Craiova,,Romania
319,Bere Delta Tulcea SA,Tulcea,,Romania
127,Bere Malt Robema,Roşiori de Vede,,Romania
320,Bere Miercurea Ciuc,Miercurea Ciuc,,Romania
321,Bere Nova SA,Brãila,,Romania
6640,Bere Scornicesti,Scornicesti,,Romania
6642,Bere Solca,Solca,,Romania
6629,Bere Spirt Turnu-Severin,Drobeta-Turnu Severin,,Romania
327,Bere Trei Stejari - Sibiu,Sibiu,,Romania
4634,Bere Unitang S.A.,Cahul,,Moldova
166,Bere Zimbru SA,Iasi,,Romania
6619,Bere-Malt Bistrita,Bistrita,,Romania
6634,Bere-Malt Oradea,Oradea,,Romania
4694,Beres Mures,Ungheni,,Romania
7418,Berg Brauerei,Ehingen/Donau,Baden-Württemberg,Germany
8281,Berg-Brauerei Mann,Mühlheim an der Ruhr,Nordrhein-Westfalen,Germany
4039,Bergbrauerei Leimen,Leimen/Baden,Baden-Württemberg,Germany
8017,Bergbräu Zürl,Rentweinsdorf,Bayern,Germany
9847,Bergdolt Brauerei,Mönchsdeggingen,Bayern,Germany
8016,Berger Brauerei Gaststätte,Reischach,Bayern,Germany
7660,Berghammer Brauerei,Oberndorf,Bayern,Germany
12705,Berghoeve Brewery,Den Ham,,Netherlands
11656,Bergmann Brauerei GmbH,Dortmund,Nordrhein-Westfalen,Germany
11433,Bergner & Engel's Brewery,Philadelphia,Pennsylvania,United States
6645,Bergo,Tirgu Jiu,,Romania
323,Bergo SA,Tîrgu Jiu,,Romania
6734,Bergquell-Brauerei Löbau,Löbau,Sachsen,Germany
329,Berkeley Brewing Co.,Berkeley,Gloucestershire,United Kingdom
330,Berkshire Brewing Company,South Deerfield,Massachusetts,United States
10049,Berlina Brew House & Restaurante,Bariloche,,Argentina
6340,Berliner Bürgerbräu,Berlin,Berlin,Germany
6842,Berliner Kindl Brauerei,Potsdam,Brandenburg,Germany
331,Berliner Kindl Brauerei AG,Berlin,Berlin,Germany
6281,Berliner-Kindl-Schultheiss-Brauerei,Berlin,Berlin,Germany
6643,Bermas (BRM),Suceava,,Romania
6931,Bermuda Brewing,Southampton,,Bermuda
333,Bermuda Triangle Brewing,Hamilton,,Bermuda
12660,Bernal Heights Brewing,San Francisco,California,United States
335,Bernardsville Stone Tavern and Brewery,Bernardsville,New Jersey,United States
336,Berrow Brewery,Burnham-on-Sea,Somerset,United Kingdom
10919,Berry Enterprises,Lake Orion,Michigan,United States
11728,Berryessa Brewing,Winters,California,United States
9045,Bersaglier,Buenos Aires,,Argentina
6419,Bertram's Salmon Valley Brewery and Restaurant,Salmon,Idaho,United States
337,Berwick Brewing,South Berwick,Maine,United States
10360,Berwick Brewing Company,Berwick,Pennsylvania,United States
11598,Best Brew,Franklin,Tennessee,United States
12351,Best Brew,Nashville,Tennessee,United States
5400,Best Breweries (Nigeria) Ltd.,Nnewi,,Nigeria
9489,Best Brewing Co.,Shkodër,,Albania
13270,BeSte Bräu,Cochem,Rheinland-Pfalz,Germany
11865,Beta Brewing,Everett,Washington,United States
4574,Bethlehem Brew Works,Bethlehem,Pennsylvania,United States
10301,Better Bitters Brewing Company,Burlington,Ontario,Canada
11529,Better Days Brewing,Louisville,Kentucky,United States
12442,Bettler Brewing Company,Mooresville,North Carolina,United States
514,Betwixt Beer Co Ltd,Birkenhead,Merseyside,United Kingdom
10988,"Beverage Mobius, Ltd.",Charleston,South Carolina,United States
339,Beverly Hills Beerhouse Company,Torrance,California,United States
13516,Beyond the Pale Brewing Company,Ottawa,Ontario,Canada
4004,BGI Ethiopia,Addis Ababa,,Ethiopia
5682,BGI Tien Gang Vietnam,Dà Nang,,Việt Nam
10739,Bhutan Brewery PVT Ltd,Pasakha (Chhukha),,Bhutan
7407,Bi-Du,Olgiate Comasco,,Italy
11968,Bi-Plane Brewing,Post Falls,Idaho,United States
11861,Bia Tươi Tiệp,Thành phố Hồ Chí Minh,,Việt Nam
550,Bière du Boxer SA,Yverdon,,Switzerland
8898,Bières Abbaye du Valasse,Gruchet le Valasse,Haute-Normandie,France
12901,Bières Artisanale Artzner,Strasbourg,Alsace,France
9692,Bières23,Saint-Étienne-de-Fursac,Limousin,France
5525,Bibiana Brewing,Urbana,Illinois,United States
12857,Bible Belt Brewery,North Charleston,South Carolina,United States
12295,Bicu Genova,Genova,,Italy
5464,Biddy Early Brewery,Ennis,,Ireland
10613,Bie's Bryghus,Hobro,,Denmark
11437,Bier Brewery & Taproom,Indianapolis,Indiana,United States
8857,Bier Hoff Microcervejaria,Curitiba,Paraná,Brazil
13087,Bier Manufaktur Xanten,Xanten,Nordrhein-Westfalen,Germany
5676,Bier-Company,Berlin,Berlin,Germany
8197,Bier-Hannes Brauerei zur Mainkur,Frankfurt am Main,Hessen,Germany
12679,Bieraria Tschlin SA,Tschlin,,Switzerland
8025,Bierbichler Weißbräu,Rosenheim,Bayern,Germany
343,Bierbrauerei Schrems,Schrems,,Austria
12539,Bierbrauhaus,Obergurig-Kleindöbschütz,Sachsen,Germany
12536,Bierbrüderschaft Duzenowe,Dausenau,Rheinland-Pfalz,Germany
2454,Bierbrouwerij 't Kuipertje,Heukelum,,Netherlands
3,Bierbrouwerij 3 Horne,Kaatsheuvel,,Netherlands
8401,Bierbrouwerij Cambrinus,Horst,,Netherlands
12709,Bierbrouwerij de Eem,Amersfoort,,Netherlands
344,Bierbrouwerij de Halve Maan,Hulst,,Netherlands
12723,Bierbrouwerij De Keyzer,Maastricht,,Netherlands
1508,Bierbrouwerij De Koningshoeven / La Trappe,Berkel-Enschot,,Netherlands
1494,Bierbrouwerij De Leeuw,Valkenburg aan de Geul,,Netherlands
7029,BierBrouwerij De Pauw,Ommen,,Netherlands
806,Bierbrouwerij Het Brouw Café,Scheveningen,,Netherlands
6934,Bierbrouwerij Hoeksche Waard,Oud-Beijerland,,Netherlands
7027,Bierbrouwerij Kasparus,Nagele,,Netherlands
12689,Bierbrouwerij Maallust,Veenhuizen,,Netherlands
2808,Bierbrouwerij Moerenburg,Tilburg,,Netherlands
1493,Bierbrouwerij Oirschots,Oirschot,,Netherlands
5606,Bierbrouwerij Sint-Servattumus,Schijndel,,Netherlands
7106,Bierbrouwerij't Vølen,Volendam,,Netherlands
9687,Bierhalle,Katowice,,Poland
9686,Bierhalle,Warszawa,,Poland
9916,Bierhalle Łódź,Łódź,,Poland
10274,Bierhaus,Marbella,,Spain
11715,Bierhoff,Pskov,Pskovskaya Oblast',Russia
13289,Bierkraft,Brooklyn,New York,United States
3081,Bierlim Ltda.,Limeira,São Paulo,Brazil
1440,Biermanufaktur Engel GmbH & Co. KG,Crailsheim,Baden-Württemberg,Germany
10021,Biermuseum Weißbierbrauerei Kuchlbauer,Ingolstadt,Bayern,Germany
9089,Bierstube,Alleghe,,Italy
11703,Bierstube,Sankt-Peterburg,Sankt-Peterburg,Russia
11623,Bierwerk Möhringen,Tuttlingen-Möhringen,Baden-Württemberg,Germany
10792,BierWerks,Woodland Park,Colorado,United States
10464,Big Al Brewing,Seattle,Washington,United States
13406,Big Alice Brewing,Long Island City,New York,United States
348,Big Bang Brewery,San Francisco,California,United States
11516,Big Bay Brewing,Shorewood,Wisconsin,United States
349,Big Bear Brewing,Coral Springs,Florida,United States
5554,Big Bear Mountain Brewery and Restaurant,Big Bear Lake,California,United States
11696,Big Beaver Brewing Company,Loveland,Colorado,United States
13479,Big Bend Brewing,Alpine,Texas,United States
8375,Big Boss Brewing Co.,Raleigh,North Carolina,United States
351,Big Buck Brewery and Steakhouse #1,Gaylord,Michigan,United States
353,Big Buck Brewery and Steakhouse #2,Grand Rapids,Michigan,United States
352,Big Buck Brewery and Steakhouse #3,Auburn Hills,Michigan,United States
6391,Big Cedar Brewery,Lee's Summit,Missouri,United States
10970,Big Chicago Brewing Company,Zion,Illinois,United States
12594,Big Choice Brewing,Broomfield,Colorado,United States
9170,Big City Brewing Co. Ltd.,Kingston,,Jamaica
206,Big Daddy's Big Bamboo Brewpub,George Town,,Cayman Islands
10524,Big Daddy's Brewing Co.,Roanoke,Virginia,United States
13136,Big Dawg Brew Haus,Richmond,Indiana,United States
13111,Big Dicks Brewing,Chicago,Illinois,United States
12871,Big Dipper Brewing,Canton,New York,United States
6849,Big Dog's Brewing Company,Las Vegas,Nevada,United States
4515,Big Easy Brewing,Marrero,Louisiana,United States
6039,Big Guys Bistro,Deland,Florida,United States
355,Big Hole Brewing,Belgrade,Montana,United States
5560,Big Horn Brewing @ The RAM,Tacoma,Washington,United States
6664,Big Horn Brewing @ The RAM 2,Wheeling,Illinois,United States
362,Big Horse Brewing,Hood River,Oregon,United States
363,Big House Brewing,Albany,New York,United States
2773,Big House Brewing,Walla Walla,Washington,United States
10474,Big Island Brewhaus,Kamuela,Hawaii,United States
10957,Big Island Brewing,Kea'au,Hawaii,United States
12369,Big Lake Brewing,Holland,Michigan,United States
364,Big Lamp Brewers,Newcastle upon Tyne,Northumberland,United Kingdom
11126,Big Muddy Brewing,Murphysboro,Illinois,United States
365,Big Nose Brewing,Denver,Colorado,United States
12859,Big O Brewery,Northport,Michigan,United States
8639,Big Ram Brewing Company,Toronto,Ontario,Canada
11633,Big Rapids Brewing Company,Big Rapids,Michigan,United States
8582,Big Ridge Brewing,Surrey,British Columbia,Canada
13068,Big Rig Kitchen & Brewery,Ottawa,Ontario,Canada
4631,Big River Brew Pub,Richmond,British Columbia,Canada
366,Big River Grille and Brewing Works #1,Chattanooga,Tennessee,United States
367,Big River Grille and Brewing Works #2,Nashville,Tennessee,United States
369,Big River Grille and Brewing Works #4,Greenville,South Carolina,United States
370,Big River Grille and Brewing Works #5,Charlotte,North Carolina,United States
368,Big River Grille and Brewing Works — Lake Buena Vista,Lake Buena Vista,Florida,United States
371,Big Rock Brewery,Calgary,Alberta,Canada
372,Big Rock Chop & Brew House,Birmingham,Michigan,United States
374,Big Sky Brewing,Missoula,Montana,United States
13116,Big Storm Brewery,Odessa,Florida,United States
4709,Big Tesuque Brewing,Santa Fe,New Mexico,United States
13000,Big Texan Brewery,Amarillo,Texas,United States
10845,Big Tide Brewing,Saint John,New Brunswick,Canada
10868,Big Tide Brewing Company,Saint John,New Brunswick,Canada
375,Big Time Brewery & Ale House,Seattle,Washington,United States
5613,Big Trees Brewing,Santa Cruz,California,United States
11609,Big Water Brewing Company,Wenatchee,Washington,United States
376,Big Wave Brewing,Kapaa,Hawaii,United States
11973,Big Wood Brewery,Vadnais Heights,Minnesota,United States
11103,Big Woods Brewing,Nashville,Indiana,United States
3238,Bihacka Pivovara,Bihac,,Bosnia and Herzegovina
5601,Bilbo's Pizza,Kalamazoo,Michigan,United States
377,Bill's Tavern & Brewhouse,Cannon Beach,Oregon,United States
7570,Billabong Brewery,Myaree,Western Australia,Australia
11928,Billy Goat Brewing,Raleigh,North Carolina,United States
378,Binding Brauerei AG,Frankfurt am Main,Hessen,Germany
7649,Binding-Brauerei Aschaffenburg,Aschaffenburg,Bayern,Germany
8206,Binding-Brauerei Braustätte Kassel,Kassel,Hessen,Germany
9226,Bingen Brewing,Bingen,Washington,United States
379,Bingham Brewing,Ambler,Pennsylvania,United States
12914,Binghamton Brewing,Binghamton,New York,United States
10333,Bintara Brewery,Vintara,Victoria,Australia
10025,Bio-Bräu,Oberthürheim,Bayern,Germany
380,BIP-Beogradska Industrija Piva,Beograd,,Serbia
381,Bird Creek Brewery,Anchorage,Alaska,United States
13372,Birdland Brewing Company,Horseheads,New York,United States
12097,Birdsong Brewing,Charlotte,North Carolina,United States
9700,Birdsview Brewing,Concrete,Washington,United States
382,Birkebeiner Brewing,Spokane,Washington,United States
6371,Birkenhead Brewery,Stanford,,South Africa
7708,"Birkenseer Brauerei, Gastwirtschaft & Metzgerei",Burglengenfeld,Bayern,Germany
384,Birmingham Brewing,Birmingham,Alabama,United States
13107,Birra & Blues,Alboraya,,Spain
11201,Birra 1789,Buttigliera d'Asti,,Italy
8758,Birra Amarcord S.P.A.,Rimini,,Italy
11431,Birra Amiata srl,Arcidosso,,Italy
9117,Birra Ceria,Sciacca,,Italy
11205,Birra del Borgo,Borgorose,,Italy
386,Birra Dreher,Pollein,,Italy
10808,Birra e Parë Shqiptare,Korçë,,Albania
10322,Birra Kaon,Tiranë,,Albania
9329,Birra Malto sh.a.,Tiranë,,Albania
390,Birra Menabrea,Biella,,Italy
9484,Birra Metani Co.,Durrës,,Albania
11413,Birra Metzger,Torino,,Italy
391,Birra Moretti,Udine,,Italy
9114,Birra Olimpo Artigianale,Castrovillari,,Italy
394,Birra Peroni,Miano di Napoli,,Italy
6712,Birra Peroni,Padova,,Italy
393,Birra Peroni,Roma,,Italy
392,Birra Peroni Industriale SpA,Bari,,Italy
11049,Birra Postier,Caorle,,Italy
9115,Birra Prodel,Catanzaro,,Italy
12634,Birra San Biagio,Nocera Umbra,,Italy
6598,Birra Sogno,Los Angeles,California,United States
9067,Birra Stelvio,Bormio,,Italy
395,Birra Wuhrer,Bologna,,Italy
9090,Birracrua,Vicenza,,Italy
12394,Birranova,Triggianello di Conversano,,Italy
10763,Birreria Artigianale Il Bovaro,Firenze,,Italy
9091,Birreria Artigianale Nord-Est,Altivole,,Italy
9071,Birreria Blues,Cividate al Piano,,Italy
9060,Birreria Ciccì Cocò,Castelceriolo,,Italy
9092,Birreria del Vichingo,San Giovanni Ilarione,,Italy
9072,Birreria Novecento,Casatenovo,,Italy
8766,Birreria Padavena,Trento,,Italy
7501,Birreria Pedavena,Pedavena,,Italy
4826,Birreria Tre Fontane,Taranto,,Italy
10537,Birrificio Artigianale Barley,Maracalagonis,,Italy
8986,Birrificio Artigianale Bassa Bresciana,Manerbio,,Italy
9765,Birrificio Artigianale Foglie d'Erba,Forni di Sopra,,Italy
11410,Birrificio Artigianale Fravort,Ospedaletto,,Italy
11454,Birrificio Artigianale Karma,Alvignanoo,,Italy
12010,Birrificio Artigianale Lariano,Dolzago,,Italy
12406,Birrificio Artigianale StataleNove,Crespellano,,Italy
13399,Birrificio Artigianale Stradaregina,Vigevano,,Italy
9111,Birrificio Artigianale Tennent's Tavern,Pagani,,Italy
9371,Birrificio Artigianale Zimella,Bagno Di Reggio Emilia,,Italy
9512,Birrificio Artigiano,Bientina-Pisa,,Italy
12605,Birrificio B94,Lecce,,Italy
12079,Birrificio Bacherotti,Città della Pieve,,Italy
